id,currency,symbol,name,logo_url,status,price,price_date,price_timestamp,circulating_supply,market_cap,num_exchanges,num_pairs,num_pairs_unmapped,first_candle,first_order_book,rank,rank_delta,high,high_timestamp,1d.volume,1d.price_change,1d.price_change_pct,1d.volume_change,1d.volume_change_pct,1d.market_cap_change,1d.market_cap_change_pct,max_supply,first_trade
TTT2,TTT2,TTT,The Transfer Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/TTT2.png,active,1.20607619,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,44889467,54140117,3,6,0,2019-06-04T00:00:00Z,2019-06-04T00:00:00Z,150,-8,4.94361438,2020-05-07T00:00:00Z,1847580.66,-0.10320222,-0.0788,-255523.88,-0.1215,-4622574.50,-0.0787,2000000000,
UTK,UTK,UTK,Utrust,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/utk.svg,active,0.11944777,2020-12-02T00:00:00Z,2020-12-02T21:09:00Z,450000000,53751495,24,50,0,2017-12-30T00:00:00Z,2018-09-07T00:00:00Z,151,-1,1.12957353,2018-01-09T00:00:00Z,2869452.88,0.00104243,0.0088,-786187.95,-0.2151,469094.85,0.0088,500000000,2018-02-07T00:00:00Z
POLY,POLY,POLY,Polymath,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/poly.svg,active,0.07253210,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,735184584,53324480,34,61,0,2018-02-01T00:00:00Z,2018-08-29T00:00:00Z,152,2,1.45911167,2018-02-20T00:00:00Z,2414034.91,0.00376370,0.0547,-1050032.30,-0.3031,2767015.06,0.0547,1000000000,2018-02-01T00:00:00Z
AGI,AGI,AGI,SingularityNET,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/agi.svg,active,0.05574149,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,949199128,52909777,19,55,0,2018-01-18T00:00:00Z,2018-08-29T00:00:00Z,153,-1,1.04419318,2018-01-27T00:00:00Z,799429.10,0.00006614,0.0012,118893.98,0.1747,62783.75,0.0012,1000000000,2018-01-18T00:00:00Z
SHR,SHR,SHR,ShareToken,,active,0.02154668,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,2418778640,52116661,8,15,0,2019-06-19T00:00:00Z,2019-06-19T00:00:00Z,154,-11,0.05161333,2020-08-01T00:00:00Z,1729297.62,-0.00111016,-0.0490,-137037.91,-0.0734,-2685225.78,-0.0490,4396000000,2019-07-10T00:00:00Z
ETN,ETN,ETN,Electroneum,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/etn.jpg,active,0.00503771,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,10213985642,51455146,17,34,0,2018-03-14T00:00:00Z,2019-03-14T00:00:00Z,155,1,0.03642755,2018-05-03T00:00:00Z,1411932.16,0.00013935,0.0284,-304858.93,-0.1776,1424649.73,0.0285,21000000000,2018-09-05T00:00:00Z
NRG,NRG,NRG,Energi,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/nrg.png,active,1.43472282,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,35486547,50913359,15,22,0,2019-02-28T00:00:00Z,2019-07-26T00:00:00Z,156,1,9.28330930,2019-06-29T00:00:00Z,1544257.86,0.04052755,0.0291,-215992.81,-0.1227,1458027.71,0.0295,,2020-05-17T00:00:00Z
NPXS,NPXS,NPXS,Pundi X,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/npxs.png,active,0.00020690,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,236519288706,48936403,65,154,0,2018-03-20T00:00:00Z,2018-08-29T00:00:00Z,157,5,0.01983219,2018-06-02T00:00:00Z,6020725.96,0.00000746,0.0374,-586617.68,-0.0888,1764447.27,0.0374,258526640301,2018-03-20T00:00:00Z
SYS,SYS,SYS,Syscoin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/sys.svg,active,0.08058965,2020-12-02T00:00:00Z,2020-12-02T21:07:00Z,601553392,48478977,16,34,0,2014-08-17T00:00:00Z,2018-08-29T00:00:00Z,158,-7,0.97859453,2018-01-13T00:00:00Z,3734880.94,-0.00772200,-0.0874,825329.91,0.2837,-4640194.12,-0.0874,888000000,2015-01-09T00:00:00Z
UQC,UQC,UQC,Uquid Coin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/uqc.jpg,active,4.73168990,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,10000000,47316899,18,93,0,2018-04-25T00:00:00Z,2019-06-19T00:00:00Z,159,4,8.37340492,2020-09-27T00:00:00Z,6179852.75,0.06262579,0.0134,-2771013.20,-0.3096,626257.91,0.0134,40000000,2018-04-25T00:00:00Z
RPL,RPL,RPL,Rocket Pool,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/RPL.png,active,2.94899742,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,16006801,47204015,14,23,0,2018-01-08T00:00:00Z,2020-04-09T00:00:00Z,160,-12,4.16654678,2020-11-06T00:00:00Z,1477042.39,-0.38362886,-0.1151,-97614.11,-0.0620,-6090681.37,-0.1143,18000000,2018-01-08T00:00:00Z
TRAC,TRAC,TRAC,OriginTrail,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/trac.svg,active,0.16255478,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,289917478,47127471,7,11,0,2018-01-24T00:00:00Z,2019-03-08T00:00:00Z,161,3,0.41979582,2018-01-28T00:00:00Z,280017.79,0.00162604,0.0101,-282763.11,-0.5024,471417.29,0.0101,500000000,2018-01-24T00:00:00Z
AE,AE,AE,Aeternity,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ae.svg,active,0.12646596,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,372085029,47056091,42,94,0,2017-05-29T00:00:00Z,2018-08-29T00:00:00Z,162,-1,5.04216559,2018-04-29T00:00:00Z,9893028.48,-0.00102343,-0.0080,-776791.08,-0.0728,-372235.79,-0.0078,536306702,2017-05-29T00:00:00Z
XZC,XZC,XZC,Zcoin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/xzc.svg,active,4.16928405,2020-12-02T00:00:00Z,2020-12-02T21:09:00Z,11275956,47012663,42,85,0,2016-10-20T00:00:00Z,2018-08-29T00:00:00Z,163,-3,123.87772759,2018-01-01T00:00:00Z,2280441.09,-0.12593396,-0.0293,-4054685.85,-0.6400,-1405368.29,-0.0290,21400000,2016-10-23T00:00:00Z
CORE2,CORE2,CORE,cVault.finance,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/CORE2.png,active,4664.10993772,2020-12-02T00:00:00Z,2020-12-02T21:07:00Z,10000,46641099,2,23,1,2020-09-20T00:00:00Z,2020-09-30T00:00:00Z,164,1,8388.75295632,2020-10-03T00:00:00Z,737856.21,51.04295850,0.0111,-164521.10,-0.1823,510429.58,0.0111,10000,
ZB,ZB,ZB,ZB,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/zb.jpg,active,0.29225992,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,158501310,46323580,12,36,0,2019-01-21T00:00:00Z,2019-02-19T00:00:00Z,165,1,0.41723997,2019-06-29T00:00:00Z,5131043.98,0.00865064,0.0305,-2721222.91,-0.3466,1371138.30,0.0305,2100000000,2019-05-28T00:00:00Z
POWR,POWR,POWR,Power Ledger,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/powr.svg,active,0.10735315,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,429712892,46131032,39,79,0,2017-11-01T00:00:00Z,2018-08-29T00:00:00Z,166,2,1.82014348,2018-01-07T00:00:00Z,5415727.26,0.00317274,0.0305,170490.29,0.0325,1363365.46,0.0305,1000000000,2017-11-01T00:00:00Z
IOTX,IOTX,IOTX,IoTeX Network,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/IOTX.jpg,active,0.00797870,2020-12-02T00:00:00Z,2020-12-02T21:07:00Z,5734304441,45752319,20,34,0,2018-05-24T00:00:00Z,2018-08-29T00:00:00Z,167,2,0.06398197,2018-06-01T00:00:00Z,8694349.35,0.00028726,0.0373,-2557050.52,-0.2273,1647261.75,0.0373,9734304443,2018-05-24T00:00:00Z
SERO,SERO,SERO,Super Zero,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/SERO.png,active,0.15016720,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,299090405,44913568,22,27,1,2019-05-14T00:00:00Z,2019-07-01T00:00:00Z,168,2049,0.47713185,2019-07-05T00:00:00Z,,,,,,,,650000000,2019-06-29T00:00:00Z
WAN,WAN,WAN,Wanchain,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/wan.svg,active,0.35132339,2020-12-02T00:00:00Z,2020-12-02T21:09:00Z,125761771,44183051,11,23,0,2018-03-23T00:00:00Z,2018-08-29T00:00:00Z,169,-2,9.78987025,2018-05-03T00:00:00Z,1813505.98,-0.00502857,-0.0141,-758389.86,-0.2949,-640403.78,-0.0143,210000000,2018-03-23T00:00:00Z
DNT,DNT,DNT,district0x,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/dnt.svg,active,0.05745832,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,751221716,43163939,20,33,0,2017-07-18T00:00:00Z,2018-08-29T00:00:00Z,170,9,0.40657630,2018-01-06T00:00:00Z,16305730.90,0.00761857,0.1529,12364198.24,3.1369,5723232.13,0.1529,1000000000,2017-07-18T00:00:00Z
TRB,TRB,TRB,Tellor,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/TRB.jpg,active,26.65365766,2020-12-02T00:00:00Z,2020-12-02T21:09:00Z,1581746,42159319,34,76,0,2017-07-09T00:00:00Z,2020-02-13T00:00:00Z,171,4,73.97134491,2020-08-29T00:00:00Z,33093041.92,1.64403092,0.0657,-6805080.15,-0.1706,2639728.43,0.0668,1662537,2019-09-25T00:00:00Z
HC,HC,HC,HyperCash,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/hc.png,active,0.91506772,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,44911788,41097328,24,53,0,2017-10-09T00:00:00Z,2018-08-29T00:00:00Z,172,-2,39.61142818,2017-12-21T00:00:00Z,9852984.71,-0.01655908,-0.0178,-12180004.31,-0.5528,-742111.91,-0.0177,84000000,2017-12-13T00:00:00Z
HARMONY,HARMONY,ONE,Harmony,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/harmony.jpg,active,0.00549954,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,7327253000,40296518,20,37,0,2017-07-09T00:00:00Z,2019-06-02T00:00:00Z,173,1,0.02861075,2019-06-05T00:00:00Z,3734416.74,0.00008067,0.0149,-3381266.29,-0.4752,591084.58,0.0149,12636221766,2018-10-16T00:00:00Z
SOLVE,SOLVE,SOLVE,SOLVE,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/SOLVE.png,active,0.10389496,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,385000000,39999558,14,25,0,2018-12-17T00:00:00Z,2018-11-29T00:00:00Z,174,6,2.54738256,2018-12-19T00:00:00Z,2408285.59,0.00846162,0.0887,424340.33,0.2139,3257722.57,0.0887,1000000000,2018-12-17T00:00:00Z
LTO,LTO,LTO,LTO Network,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/LTO.png,active,0.14464174,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,273368870,39540549,14,24,0,2019-01-17T00:00:00Z,2019-06-04T00:00:00Z,175,-3,0.17003429,2019-06-13T00:00:00Z,13201096.97,-0.00358603,-0.0242,4752760.02,0.5626,-980314.78,-0.0242,403395188,2019-01-17T00:00:00Z
MWC,MWC,MWC,MimbleWimbleCoin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/MWC.jpg,active,3.68686289,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,10673348,39351172,6,11,0,2019-11-19T00:00:00Z,2020-01-07T00:00:00Z,176,-21,30.96616382,2020-02-21T00:00:00Z,389379.79,-1.03418460,-0.2191,-301204.58,-0.4362,-11036197.15,-0.2190,10673348,
HXRO,HXRO,HXRO,HXRO,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/hxro.jpg,active,0.18839354,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,206259469,38857952,10,17,0,2019-02-08T00:00:00Z,2019-02-14T00:00:00Z,177,-6,0.24311588,2020-10-30T00:00:00Z,534270.21,-0.00875513,-0.0444,-135397.53,-0.2022,-1805828.50,-0.0444,1000000000,2019-02-08T00:00:00Z
EURS,EURS,EURS,EURS,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/eurs.png,active,1.21205274,2020-12-02T00:00:00Z,2020-12-02T21:04:00Z,31979207,38760486,18,82,9,2018-07-23T00:00:00Z,2019-02-20T00:00:00Z,178,13,1.23609895,2020-11-08T00:00:00Z,366642.25,0.16233195,0.1546,-78703.58,-0.1767,5191247.08,0.1546,31979207,2018-07-23T00:00:00Z
NEC,NEC,NEC,Nectar,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/nec.png,active,0.24267955,2020-12-02T00:00:00Z,2020-12-02T20:50:00Z,158325932,38422466,7,15,0,2018-02-14T00:00:00Z,2018-12-14T00:00:00Z,179,2,1.49034853,2018-02-19T00:00:00Z,96863.70,0.01167955,0.0506,-66685.78,-0.4077,1849176.16,0.0506,618133330,2018-02-14T00:00:00Z
AION,AION,AION,Aion,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/aion.svg,active,0.07654592,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,487496874,37315895,18,33,0,2017-11-14T00:00:00Z,2018-08-29T00:00:00Z,180,2,10.55342824,2018-01-09T00:00:00Z,820899.23,0.00216156,0.0291,-315253.23,-0.2775,1053754.95,0.0291,487496874,2017-11-14T00:00:00Z
VLX,VLX,VLX,Velas,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/VLX.jpeg,active,0.02637677,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,1401195937,36959025,7,16,0,2019-09-18T00:00:00Z,2019-09-27T00:00:00Z,181,6,0.08829817,2020-06-28T00:00:00Z,699544.83,0.00156529,0.0631,-23582.54,-0.0326,2193276.23,0.0631,2086379470,2020-04-30T00:00:00Z
FET,FET,FET,Fetch,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/fet.jpg,active,0.05337864,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,688117805,36730791,40,81,0,2019-02-26T00:00:00Z,2019-02-28T00:00:00Z,182,12,0.43421109,2019-03-01T00:00:00Z,3436713.94,0.00553555,0.1157,-963457.02,-0.2190,3809112.65,0.1157,1152997575,2019-02-28T00:00:00Z
HNS,HNS,HNS,Handshake,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/HNS.jpg,active,0.10834836,2020-12-02T00:00:00Z,2020-12-02T21:06:00Z,338257032,36649595,14,20,0,2020-02-03T00:00:00Z,2020-02-11T00:00:00Z,183,-5,0.64922436,2020-02-08T00:00:00Z,433502.49,-0.00404115,-0.0360,-331142.13,-0.4331,-1338817.64,-0.0352,2040000000,2020-02-03T00:00:00Z
ETHOS,ETHOS,VGX,Voyager Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ETHOS.png,active,0.16448802,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,222295208,36564899,15,39,0,2017-06-23T00:00:00Z,2018-08-29T00:00:00Z,184,0,11.16665896,2018-01-07T00:00:00Z,234621.53,0.00511167,0.0321,-37820.43,-0.1388,1136299.90,0.0321,222295208,2017-06-23T00:00:00Z
MLN,MLN,MLN,Melon,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/mln.svg,active,30.01344815,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,1217820,36550989,24,52,0,2017-03-15T00:00:00Z,2018-09-12T00:00:00Z,185,0,262.01097948,2018-01-04T00:00:00Z,1667901.96,0.51495518,0.0175,-924121.31,-0.3565,1165470.41,0.0329,1524032,2017-03-15T00:00:00Z
BTU,BTU,BTU,BTU Protocol,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/btu.svg,active,0.51373136,2020-12-02T00:00:00Z,2020-12-02T21:07:00Z,70014406,35968596,8,8,0,2019-01-31T00:00:00Z,2019-01-31T00:00:00Z,186,-3,0.65845287,2020-10-14T00:00:00Z,401877.30,0.00501350,0.0099,124364.55,0.4481,351017.55,0.0099,100000000,2019-01-31T00:00:00Z
QKC,QKC,QKC,QuarkChain,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/qkc.png,active,0.00559594,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,6383980519,35724370,29,54,0,2018-06-04T00:00:00Z,2018-08-29T00:00:00Z,187,-1,0.22828698,2018-06-05T00:00:00Z,3948855.24,0.00009570,0.0174,-669336.22,-0.1449,614363.35,0.0175,10000000000,2018-06-04T00:00:00Z
WICC,WICC,WICC,WaykiChain,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/wicc.png,active,0.18671265,2020-12-02T00:00:00Z,2020-12-02T21:09:00Z,189000000,35288690,21,34,0,2018-07-04T00:00:00Z,2019-02-15T00:00:00Z,188,0,1.07654530,2020-02-13T00:00:00Z,15449430.11,0.00450486,0.0247,-10296464.59,-0.3999,851418.59,0.0247,210000000,2019-06-19T00:00:00Z
TT,TT,TT,ThunderCore,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/TT.png,active,0.00547728,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,6350504113,34783495,11,20,0,2019-05-09T00:00:00Z,2019-05-09T00:00:00Z,189,4,0.02256033,2019-05-13T00:00:00Z,20432689.46,0.00023105,0.0440,-10859781.78,-0.3470,1467298.70,0.0440,10000000000,
RDD,RDD,RDD,ReddCoin,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/rdd.svg,active,0.00114044,2020-12-02T00:00:00Z,2020-12-02T21:07:00Z,29834605064,34024463,18,50,0,2014-02-25T00:00:00Z,2018-09-12T00:00:00Z,190,0,0.02937238,2018-01-06T00:00:00Z,133234.31,0.00000803,0.0071,-21521.90,-0.1391,241243.42,0.0071,,2017-11-22T00:00:00Z
ORBS,ORBS,ORBS,Orbs,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/orbs.jpg,active,0.01492077,2020-12-02T00:00:00Z,2020-12-02T21:07:00Z,2275944118,33958831,16,24,0,2019-04-02T00:00:00Z,2019-04-03T00:00:00Z,191,4,0.04681536,2019-04-18T00:00:00Z,1917368.82,0.00048795,0.0338,-428393.00,-0.1826,1110546.91,0.0338,10000000000,2019-04-03T00:00:00Z
KEEP,KEEP,KEEP,Keep Network,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/KEEP.jpeg,active,0.31225777,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,107775118,33653618,12,16,0,2020-05-12T00:00:00Z,2020-05-19T00:00:00Z,192,4,2.33945640,2020-05-19T00:00:00Z,1437473.47,0.00831658,0.0274,-430076.16,-0.2303,896320.10,0.0274,1000000000,2020-11-24T00:00:00Z
NOIANETWORK,NOIANETWORK,NOIA,NOIA Network,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/NOIANETWORK.png,active,0.09839246,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,341236634,33575112,3,5,0,2019-07-22T00:00:00Z,2019-07-26T00:00:00Z,193,6,0.13626417,2020-08-17T00:00:00Z,466704.03,0.00387219,0.0410,-448.70,-0.0010,1321331.75,0.0410,1000000000,
ZAP,ZAP,ZAP,Zap Token,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/zap.png,active,0.14038056,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,238944465,33543158,10,16,0,2017-12-02T00:00:00Z,2019-10-18T00:00:00Z,194,-17,0.89017183,2018-01-15T00:00:00Z,2439802.36,-0.02320001,-0.1418,296714.61,0.1385,-5543513.72,-0.1418,520000000,2017-12-02T00:00:00Z
ADX,ADX,ADX,AdEx,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/ADX.png,active,0.30876780,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,107482552,33187151,12,24,0,2017-06-27T00:00:00Z,2018-08-29T00:00:00Z,195,6,3.60005620,2018-04-22T00:00:00Z,8113563.60,0.01715745,0.0588,4831692.01,1.4722,1847957.06,0.0590,114625029,2017-06-27T00:00:00Z
LOKI,LOKI,LOKI,Loki Network,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/LOKI.jpeg,active,0.62788031,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,52337524,32861701,5,7,0,2019-02-26T00:00:00Z,2019-06-10T00:00:00Z,196,4,0.94759789,2020-09-02T00:00:00Z,89701.23,0.01668660,0.0273,-154461.97,-0.6326,887644.12,0.0278,,2019-08-06T00:00:00Z
VSYS,VSYS,VSYS,V Systems,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/vsys.jpg,active,0.01527567,2020-12-02T00:00:00Z,2020-12-02T21:09:00Z,2149359154,32832911,26,50,0,2019-01-18T00:00:00Z,2019-01-18T00:00:00Z,197,0,0.26796697,2019-07-28T00:00:00Z,2059309.48,0.00023852,0.0159,-1392261.47,-0.4034,524079.53,0.0162,999999999999999,2019-01-18T00:00:00Z
USDK,USDK,USDK,USDK,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/USDK.png,active,1.00038989,2020-12-02T00:00:00Z,2020-12-02T21:06:00Z,32478711,32491374,14,71,1,2019-06-03T00:00:00Z,2019-06-03T00:00:00Z,198,0,1.02870448,2020-03-13T00:00:00Z,178274489.68,0.00711084,0.0072,-49262426.56,-0.2165,230950.77,0.0072,32478711,2019-06-15T00:00:00Z
STRAT,STRAT,STRAT,Stratis,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/strat.svg,active,0.32449673,2020-12-02T00:00:00Z,2020-12-02T21:06:00Z,100057635,32468375,17,41,0,2016-08-10T00:00:00Z,2018-08-29T00:00:00Z,199,-7,22.17492421,2018-01-08T00:00:00Z,8904.27,-0.00999766,-0.0299,-28332.48,-0.7609,-999915.34,-0.0299,,2016-12-19T00:00:00Z
AVA,AVA,AVA,Travala.com,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/currencies/AVA.png,active,0.82005609,2020-12-02T00:00:00Z,2020-12-02T21:08:00Z,38554254,31616651,15,34,0,2018-09-01T00:00:00Z,2019-06-04T00:00:00Z,200,3,2.05724562,2020-08-10T00:00:00Z,1172354.99,0.02050423,0.0256,-678579.89,-0.3666,790525.47,0.0256,61383832,2018-09-01T00:00:00Z